,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu
CD8 T cells_stromal_pNFkB,89.0,-0.05397773866950589,0.3420316282249817,0.3407786135629546
CD8 T cells_stromal_GranzymeB,85.0,0.017051870217587972,0.8480833200900934,0.47048642205878966
CD8 T cells_stromal_Ki67,85.0,-0.00852587337819774,0.4680809141670208,0.47048642205878966
CD8 T cells_stromal_CD44,104.0,-0.23869338358038933,0.03067211703015154,0.06896433333905408
CD8 T cells_stromal_pERK,90.0,-0.0005492043466444538,0.9335987512126048,0.3123214216762161
CD8 T cells_stromal_pMAPKAPK2,91.0,-0.042640986694956584,0.25373505262184404,0.28547630885188247
CD8 T cells_stromal_pS6,78.0,-0.10216163325701455,0.49688484746558836,0.7508318840891169
CD8 T cells_tumorfront_pp38,97.0,-0.03175751755770592,0.23732123323715393,0.15721275334000387
CD8 T cells_tumorfront_pSTAT1,88.0,-0.02190745649483858,0.27171519945709277,0.3708443333042212
CD8 T cells_tumorfront_pSTAT3,100.0,-0.041341493374376065,0.068328666915542,0.11235119769046395
CD8 T cells_tumorfront_CD36,78.0,-0.02879752025435789,0.35072637731052436,0.7508318840891169
CD8 T cells_tumorfront_E-Cadherin,100.0,-0.07420127857741421,0.16884166589478455,0.11235119769046395
CD8 T cells_tumorfront_VEGF,113.0,-0.11563000131363499,0.025245313676454557,0.01937331933159289
CD8 T cells_tumorfront_pCREB,93.0,-0.17734006925650758,0.3256094916820722,0.23658409332187613
CD8 T cells_tumorfront_pNFkB,109.0,-0.15809343397247883,0.04157637074873337,0.03508911609404786
CD8 T cells_tumorfront_GranzymeB,110.0,-0.21783404095147602,0.014426942150209626,0.0303828219765775
CD8 T cells_tumorfront_Ki67,105.0,-0.0595640825379848,0.04435771840339597,0.06060196971200614
CD8 T cells_tumorfront_CD44,108.0,-0.2280236997849785,0.04188849659274836,0.040404119588223694
CD8 T cells_tumorfront_pERK,106.0,-0.010213635913372474,0.3838368852352356,0.053097957285583426
CD8 T cells_tumorfront_pMAPKAPK2,91.0,-0.026093231026386443,0.7233035224791582,0.28547630885188247
CD8 T cells_tumorfront_pS6,93.0,-0.27745810085212874,0.2578360558078446,0.23658409332187613
Myeloid M1 macrophages_stromal_pp38,86.0,-0.014561515059776792,0.48412121903556316,0.43573066003173655
Myeloid M1 macrophages_stromal_pSTAT1,75.0,-0.006829385765940887,0.6381826217749671,0.8852339144732017
Myeloid M1 macrophages_stromal_pSTAT3,100.0,-0.028726385189587644,0.12742597385031074,0.11235119769046395
Myeloid M1 macrophages_stromal_CD36,70.0,0.015962250176985715,0.7339589671388375,0.9309874465595671
Myeloid M1 macrophages_stromal_E-Cadherin,75.0,-0.00736123183183332,0.6856654297896575,0.8852339144732017
Myeloid M1 macrophages_stromal_VEGF,97.0,-0.0855240795803951,0.11771775723896859,0.15721275334000387
Myeloid M1 macrophages_stromal_pCREB,97.0,-0.21682822468330787,0.1700878051963734,0.15721275334000387
Myeloid M1 macrophages_stromal_pNFkB,84.0,-0.06358319164219062,0.27857837387167905,0.5067205148778584
Myeloid M1 macrophages_stromal_GranzymeB,76.0,-0.03573100546042651,0.7480689725053747,0.8398599725400034
Myeloid M1 macrophages_stromal_Ki67,79.0,0.0019316164287442317,0.9169484908383054,0.7074539677020747
Myeloid M1 macrophages_stromal_CD44,98.0,-0.2062080081795078,0.0551457282712131,0.14095521914437145
Myeloid M1 macrophages_stromal_pERK,82.0,-0.003752963726263228,0.7065781317358389,0.5833604667027033
Myeloid M1 macrophages_stromal_pMAPKAPK2,87.0,-0.052222279326719745,0.2820253080310281,0.40250382378200356
Myeloid M1 macrophages_stromal_pS6,79.0,-0.09261720895696879,0.6507843599920052,0.7074539677020747
Myeloid M1 macrophages_tumorfront_pp38,65.0,0.007542733510302491,0.6816254608187153,0.7074539677020747
Myeloid M1 macrophages_tumorfront_pSTAT1,70.0,0.0003396879920765927,0.9824097817390531,0.9309874465595671
Myeloid M1 macrophages_tumorfront_pSTAT3,82.0,-0.00743150607892204,0.6468098123137993,0.5833604667027033
Myeloid M1 macrophages_tumorfront_CD36,65.0,0.009175397755570858,0.7914004705335614,0.7074539677020747
Myeloid M1 macrophages_tumorfront_E-Cadherin,68.0,0.02394454232307114,0.6230998054318033,0.8398599725400034
Myeloid M1 macrophages_tumorfront_VEGF,78.0,-0.019642234677946124,0.5634732969409131,0.7508318840891169
Myeloid M1 macrophages_tumorfront_pCREB,96.0,-0.1349230881910619,0.42255901230538406,0.1748533068932927
Myeloid M1 macrophages_tumorfront_pNFkB,87.0,-0.04576017642359309,0.45589845158727493,0.40250382378200356
Myeloid M1 macrophages_tumorfront_GranzymeB,74.0,-0.05257976301863465,0.43630774846160647,0.9309874465595671
Myeloid M1 macrophages_tumorfront_Ki67,95.0,-0.007619537319336858,0.7497339957962514,0.1939308522824107
Myeloid M1 macrophages_tumorfront_CD44,78.0,-0.02126288731385384,0.8276722490085006,0.7508318840891169
Myeloid M1 macrophages_tumorfront_pERK,68.0,0.00731633029106199,0.575055508011211,0.8398599725400034
Myeloid M1 macrophages_tumorfront_pMAPKAPK2,80.0,0.04347104860467138,0.6287794290642873,0.6650055421020291
Myeloid M1 macrophages_tumorfront_pS6,73.0,-0.06958781678223791,0.7661713952044602,0.9769702553219757
Myeloid M2 macrophages_stromal_pp38,90.0,-0.018827304134721223,0.3363011986862241,0.3123214216762161
Myeloid M2 macrophages_stromal_pSTAT1,78.0,0.004218737439436182,0.8333209329090484,0.7508318840891169
Myeloid M2 macrophages_stromal_pSTAT3,103.0,-0.036243309078272334,0.09283246776720096,0.07825222852623705
Myeloid M2 macrophages_stromal_CD36,83.0,-0.028910877371827404,0.5538193876522579,0.5443701458566098
Myeloid M2 macrophages_stromal_E-Cadherin,96.0,-0.022635701518921386,0.2661090975055359,0.1748533068932927
Myeloid M2 macrophages_stromal_VEGF,109.0,-0.06316527564415325,0.06117872925031622,0.03508911609404786
Myeloid M2 macrophages_stromal_pCREB,93.0,-0.2107958157433409,0.1531560363407838,0.23658409332187613
Myeloid M2 macrophages_stromal_pNFkB,91.0,-0.08102388247498682,0.20130169631126815,0.28547630885188247
Myeloid M2 macrophages_stromal_GranzymeB,54.0,0.061173954346731285,0.3940751986696235,0.3123214216762161
Myeloid M2 macrophages_stromal_Ki67,58.0,0.009867985868513868,0.34334453814617194,0.43573066003173655
Myeloid M2 macrophages_stromal_CD44,96.0,-0.18571898963796069,0.04564210466711634,0.1748533068932927
Myeloid M2 macrophages_stromal_pERK,77.0,-0.0021717595939131085,0.8317932575615213,0.7950121719642381
Myeloid M2 macrophages_stromal_pMAPKAPK2,93.0,-0.06174854746756636,0.19468760808713031,0.23658409332187613
Myeloid M2 macrophages_stromal_pS6,73.0,-0.1134769447157995,0.5734298553465815,0.9769702553219757
Myeloid M2 macrophages_tumorfront_pp38,86.0,-0.008813363261633955,0.6267073552432323,0.43573066003173655
Myeloid M2 macrophages_tumorfront_pSTAT1,91.0,-0.017138928510212703,0.23349497863344437,0.28547630885188247
Myeloid M2 macrophages_tumorfront_pSTAT3,102.0,-0.031326159451617486,0.11555022868219467,0.08853377201422956
Myeloid M2 macrophages_tumorfront_CD36,79.0,-0.03805947776373314,0.46856860777733467,0.7074539677020747
Myeloid M2 macrophages_tumorfront_E-Cadherin,83.0,-0.007282769865677052,0.8526003404795002,0.5443701458566098
Myeloid M2 macrophages_tumorfront_VEGF,99.0,-0.0565552851073543,0.07088072026021808,0.12602212177037309
Myeloid M2 macrophages_tumorfront_pCREB,97.0,-0.1341668974247795,0.4010465667245747,0.15721275334000387
Myeloid M2 macrophages_tumorfront_pNFkB,92.0,-0.07272114588133805,0.1816193396061785,0.2602362026171888
Myeloid M2 macrophages_tumorfront_GranzymeB,73.0,-0.06656602227121,0.3649828779130623,0.9769702553219757
Myeloid M2 macrophages_tumorfront_Ki67,81.0,-0.013462290300363694,0.4979028318542206,0.623604884395689
Myeloid M2 macrophages_tumorfront_CD44,86.0,-0.12499959465124078,0.2574396462756825,0.43573066003173655
Myeloid M2 macrophages_tumorfront_pERK,72.0,0.005614965879726444,0.6941115833405588,1.0
Myeloid M2 macrophages_tumorfront_pMAPKAPK2,84.0,-0.003546600652633014,0.9532291869333558,0.5067205148778584
Myeloid M2 macrophages_tumorfront_pS6,79.0,-0.11835201157577946,0.5857614832775107,0.7074539677020747
Myeloid Granulocytes_stromal_pp38,87.0,-0.021303195883043774,0.3868407882514535,0.40250382378200356
Myeloid Granulocytes_stromal_pSTAT1,81.0,-0.0117831505537907,0.4216405322192279,0.623604884395689
Myeloid Granulocytes_stromal_pSTAT3,98.0,-0.0520665741957026,0.20861859149295356,0.14095521914437145
Myeloid Granulocytes_stromal_CD36,75.0,-0.005727945787845301,0.9007989542292987,0.8852339144732017
Myeloid Granulocytes_stromal_E-Cadherin,85.0,-0.011525025624461865,0.5642831356350593,0.47048642205878966
Myeloid Granulocytes_stromal_VEGF,89.0,-0.04338657053390743,0.17175738740635227,0.3407786135629546
Myeloid Granulocytes_stromal_pCREB,115.0,-0.2484486851636225,0.05805724763238826,0.014137969455911484
Myeloid Granulocytes_stromal_pNFkB,77.0,-0.039513728313345875,0.4574096123517618,0.7950121719642381
Myeloid Granulocytes_stromal_GranzymeB,44.0,0.34908421368665876,0.14363436631527343,0.11235119769046395
Myeloid Granulocytes_stromal_Ki67,44.0,0.06418162439178193,0.08398547536188641,0.11235119769046395
Myeloid Granulocytes_stromal_CD44,93.0,-0.10761142518634353,0.13171742281547164,0.23658409332187613
Myeloid Granulocytes_stromal_pERK,57.0,0.005256229627917386,0.6386643866770969,0.40250382378200356
Myeloid Granulocytes_stromal_pMAPKAPK2,98.0,-0.07552471222071544,0.09065646511850382,0.14095521914437145
Myeloid Granulocytes_stromal_pS6,82.0,-0.1346696268317984,0.33301672323771825,0.5833604667027033
Myeloid Granulocytes_tumorfront_pp38,84.0,-0.0038124370961539478,0.8760771357819792,0.5067205148778584
Myeloid Granulocytes_tumorfront_pSTAT1,60.0,0.01131962394684588,0.49167724778871813,0.5067205148778584
Myeloid Granulocytes_tumorfront_pSTAT3,99.0,-0.03344593533324197,0.1090387241101085,0.12602212177037309
Myeloid Granulocytes_tumorfront_CD36,63.0,0.04507177531538603,0.43337984040923916,0.623604884395689
Myeloid Granulocytes_tumorfront_E-Cadherin,83.0,-0.0348882331792123,0.3462916284857095,0.5443701458566098
Myeloid Granulocytes_tumorfront_VEGF,91.0,-0.055562603324224275,0.1112648862581314,0.28547630885188247
Myeloid Granulocytes_tumorfront_pCREB,103.0,-0.15418679526882983,0.30146375609135423,0.07825222852623705
Myeloid Granulocytes_tumorfront_pNFkB,74.0,-0.06787010293950857,0.23288331486527622,0.9309874465595671
Myeloid Granulocytes_tumorfront_GranzymeB,51.0,0.2714770431369218,0.2952766946583656,0.23658409332187613
Myeloid Granulocytes_tumorfront_Ki67,61.0,0.05380886644192126,0.2337103025269701,0.5443701458566098
Myeloid Granulocytes_tumorfront_CD44,70.0,-0.10765939936611857,0.40055619586574376,0.9309874465595671
Myeloid Granulocytes_tumorfront_pERK,65.0,0.019405418047402784,0.2990534847472161,0.7074539677020747
Myeloid Granulocytes_tumorfront_pMAPKAPK2,86.0,-0.008524497786757734,0.8237296250797915,0.43573066003173655
Myeloid Granulocytes_tumorfront_pS6,86.0,-0.14493554305370848,0.4204616855850638,0.43573066003173655
Myeloid DCs_stromal_pp38,84.0,-0.0012035151681648593,0.9642951902385662,0.5067205148778584
Myeloid DCs_stromal_pSTAT1,81.0,-0.00505492127092641,0.8421470372988686,0.623604884395689
Myeloid DCs_stromal_pSTAT3,80.0,-0.003172413715397504,0.9061154515189842,0.6650055421020291
Myeloid DCs_stromal_CD36,61.0,0.0425599268290551,0.28980075802733135,0.5443701458566098
Myeloid DCs_stromal_E-Cadherin,72.0,0.0133671089508684,0.658992262736156,1.0
Myeloid DCs_stromal_VEGF,84.0,-0.03504631815573034,0.4306690384220976,0.5067205148778584
Myeloid DCs_stromal_pCREB,85.0,-0.17923074828855212,0.3289348925072666,0.47048642205878966
Myeloid DCs_stromal_pNFkB,78.0,-0.02093666535795824,0.8112216079031921,0.7508318840891169
Myeloid DCs_stromal_GranzymeB,73.0,0.04026119692794422,0.6577033093702722,0.9769702553219757
Myeloid DCs_stromal_Ki67,61.0,-0.03472857136992319,0.5317038745101231,0.5443701458566098
Myeloid DCs_stromal_CD44,84.0,-0.0610992550009708,0.5717689509616551,0.5067205148778584
Myeloid DCs_stromal_pERK,64.0,0.007298468431759436,0.5272066751742139,0.6650055421020291
Myeloid DCs_stromal_pMAPKAPK2,82.0,-0.020495597331916082,0.715010882883939,0.5833604667027033
Myeloid DCs_stromal_pS6,81.0,-0.12710650578245664,0.5863209418405473,0.623604884395689
Myeloid DCs_tumorfront_pp38,82.0,-0.012034459472374331,0.5655440595392371,0.5833604667027033
Myeloid DCs_tumorfront_pSTAT1,74.0,-0.0006119288132760137,0.9587466144357935,0.9309874465595671
Myeloid DCs_tumorfront_pSTAT3,92.0,-0.020765547518149907,0.3000322489280507,0.2602362026171888
Myeloid DCs_tumorfront_CD36,70.0,0.016436383036910446,0.6774609503296312,0.9309874465595671
Myeloid DCs_tumorfront_E-Cadherin,69.0,0.03339555912774744,0.60340800782624,0.8852339144732017
Myeloid DCs_tumorfront_VEGF,93.0,-0.030778759920598336,0.3142286466979646,0.23658409332187613
Myeloid DCs_tumorfront_pCREB,96.0,-0.18613836050852595,0.355875803629198,0.1748533068932927
Myeloid DCs_tumorfront_pNFkB,85.0,-0.03357569434476371,0.7180871454937102,0.47048642205878966
Myeloid DCs_tumorfront_GranzymeB,88.0,-0.043844534425150905,0.38896608522657916,0.3708443333042212
Myeloid DCs_tumorfront_Ki67,66.0,0.0294364378433781,0.41323528798912734,0.7508318840891169
Myeloid DCs_tumorfront_CD44,84.0,-0.06916713816754028,0.5616196306839332,0.5067205148778584
Myeloid DCs_tumorfront_pERK,86.0,-0.006506850568073999,0.6374358892240415,0.43573066003173655
Myeloid DCs_tumorfront_pMAPKAPK2,78.0,0.09933794229861848,0.4030226999213379,0.7508318840891169
Myeloid DCs_tumorfront_pS6,86.0,-0.11999207491093555,0.6438012391623267,0.43573066003173655
Myeloid Monocytes_stromal_pp38,72.0,0.004193111682788353,0.8342309891023324,1.0
Myeloid Monocytes_stromal_pSTAT1,84.0,-0.008714443086807078,0.6363958265540866,0.5067205148778584
Myeloid Monocytes_stromal_pSTAT3,106.0,-0.036581858964432806,0.052460002347813686,0.053097957285583426
Myeloid Monocytes_stromal_CD36,86.0,-0.014503546473935591,0.7702526680598525,0.43573066003173655
Myeloid Monocytes_stromal_E-Cadherin,78.0,0.0012425368793665403,0.9656136489088176,0.7508318840891169
Myeloid Monocytes_stromal_VEGF,93.0,-0.02419651261183589,0.47117950731894476,0.23658409332187613
Myeloid Monocytes_stromal_pCREB,96.0,-0.19309031747706773,0.17433828621560982,0.1748533068932927
Myeloid Monocytes_stromal_pNFkB,88.0,-0.04888527765064893,0.42030956542945097,0.3708443333042212
Myeloid Monocytes_stromal_GranzymeB,82.0,-0.02461572000632034,0.6812781255874553,0.5833604667027033
Myeloid Monocytes_stromal_Ki67,86.0,-0.0015582929617553865,0.9086356461142275,0.43573066003173655
Myeloid Monocytes_stromal_CD44,90.0,-0.14218389264544856,0.1060133755592736,0.3123214216762161
Myeloid Monocytes_stromal_pERK,87.0,-0.0024857997536526233,0.7994101489706216,0.40250382378200356
Myeloid Monocytes_stromal_pMAPKAPK2,90.0,-0.04530181907541231,0.2650433483050807,0.3123214216762161
Myeloid Monocytes_stromal_pS6,80.0,-0.14268610796302705,0.45422287275102324,0.6650055421020291
Myeloid Monocytes_tumorfront_pp38,78.0,-0.0014591334079799567,0.944027394483038,0.7508318840891169
Myeloid Monocytes_tumorfront_pSTAT1,75.0,-0.00837842094024438,0.5810347017296784,0.8852339144732017
Myeloid Monocytes_tumorfront_pSTAT3,92.0,-0.024543348321651504,0.20219811291579987,0.2602362026171888
Myeloid Monocytes_tumorfront_CD36,83.0,-0.03434630142511713,0.37509259951233787,0.5443701458566098
Myeloid Monocytes_tumorfront_E-Cadherin,72.0,-0.003274238026996279,0.9453403193872314,1.0
Myeloid Monocytes_tumorfront_VEGF,92.0,-0.03413619532674156,0.25980673287961953,0.2602362026171888
Myeloid Monocytes_tumorfront_pCREB,95.0,-0.1362285086569761,0.4442305685585991,0.1939308522824107
Myeloid Monocytes_tumorfront_pNFkB,84.0,-0.056586399409893406,0.35803572989170174,0.5067205148778584
Myeloid Monocytes_tumorfront_GranzymeB,91.0,-0.070703691071341,0.12937729575504608,0.28547630885188247
Myeloid Monocytes_tumorfront_Ki67,86.0,-0.009348364850859894,0.6252777589682355,0.43573066003173655
Myeloid Monocytes_tumorfront_CD44,76.0,0.01231776018132369,0.9097438058525111,0.8398599725400034
Myeloid Monocytes_tumorfront_pERK,79.0,0.005283467248155177,0.6614008135749372,0.7074539677020747
Myeloid Monocytes_tumorfront_pMAPKAPK2,71.0,0.041447964332202214,0.614968390646612,0.9769702553219757
Myeloid Monocytes_tumorfront_pS6,76.0,-0.10078599345421191,0.6572255962173656,0.8398599725400034
